"doc_id","section_name","content"
"27593460","articletitle","Ancestral QTL alleles from wild emmer wheat improve grain yield, biomass and photosynthesis across enviroinments in modern wheat."
"27593460","abstracttext","Wild emmer wheat (Triticum turgidum ssp. dicoccoides) is considered a promising source for improving drought resistance in domesticated wheat. Nevertheless, wild germplasm has not been widely used in wheat breeding for abiotic stress resilience. In the current study, a near isogenic line NIL-7A-B-2, introgressed with a drought-related QTL from wild emmer wheat on chromosome 7A, and its recurrent parent, bread wheat cv. BarNir, were investigated under four environments across 2 years-water-limited and well-watered conditions in a rain-protected screen-house (Year 1) and two commercial open field plots under ample precipitation (Year 2). NIL-7A-B-2 exhibited an advantage over BarNir in grain yield and biomass production under most environments. Further physiological analyses suggested that enhanced photosynthetic capacity and photochemistry combined with higher flag leaf area are among the factors underlying the improved productivity of NIL-7A-B-2. These were coupled with improved sink capacity in NIL-7A-B-2, manifested by greater yield components than its parental line. This study provides further support for our previous findings that introgression of wild emmer QTL alleles, using marker assisted selection, can enhance grain yield and biomass production across environments in domesticated wheat, thereby enriching the modern gene pool with essential diversity for the improvement of yield and drought resistance."
"30141064","articletitle","Reassessment of the evolution of wheat chromosomes 4A, 5A, and 7B."
"30141064","abstracttext_key message","Comparison of genome sequences of wild emmer wheat and Aegilops tauschii suggests a novel scenario of the evolution of rearranged wheat chromosomes 4A, 5A, and 7B. Past research suggested that wheat chromosome 4A was subjected to a reciprocal translocation T(4AL;5AL)1 that occurred in the diploid progenitor of the wheat A subgenome and to three major rearrangements that occurred in polyploid wheat: pericentric inversion Inv(4AS;4AL)1, paracentric inversion Inv(4AL;4AL)1, and reciprocal translocation T(4AL;7BS)1. Gene collinearity along the pseudomolecules of tetraploid wild emmer wheat (Triticum turgidum ssp. dicoccoides, subgenomes AABB) and diploid Aegilops tauschii (genomes DD) was employed to confirm these rearrangements and to analyze the breakpoints. The exchange of distal regions of chromosome arms 4AS and 4AL due to pericentric inversion Inv(4AS;4AL)1 was detected, and breakpoints were validated with an optical Bionano genome map. Both breakpoints contained satellite DNA. The breakpoints of reciprocal translocation T(4AL;7BS)1 were also found. However, the breakpoints that generated paracentric inversion Inv(4AL;4AL)1 appeared to be collocated with the 4AL breakpoints that had produced Inv(4AS;4AL)1 and T(4AL;7BS)1. Inv(4AS;4AL)1, Inv(4AL;4AL)1, and T(4AL;7BS)1 either originated sequentially, and Inv(4AL;4AL)1 was produced by recurrent chromosome breaks at the same breakpoints that generated Inv(4AS;4AL)1 and T(4AL;7BS)1, or Inv(4AS;4AL)1, Inv(4AL;4AL)1, and T(4AL;7BS)1 originated simultaneously. We prefer the latter hypothesis since it makes fewer assumptions about the sequence of events that produced these chromosome rearrangements."
"31218178","articletitle","Cloning and characterization of special HMW glutenin subunit genes from Aegilops longissima L. and their potential for wheat quality improvement."
"31218178","abstracttext","Identification and cloning of new glutenin genes from wheat-related species can provide candidate gene resources for quality improvement of wheat. In this study, ten special high-molecular-weight glutenin subunits (HMW-GS), including five x-type (1S l 2x, 1S l 16x, 1S l 17x, 1S l 23x, and 1S l 25x) and five y-type (1S l 2y, 1S l 6y 1 , 1S l 16y, 1S l 17y, and 1S l 23y) from Aegilops longissima L. (S l S l , 2n = 2x = 14) were identified, and their complete encoding genes were cloned by allelic-specific polymerase chain reaction (AS-PCR). The deduced amino acid (aa) residues of the x-type subunit genes ranged from 821 aa (2469 bp) to 941 aa (2829 bp), while those of the y-type subunit genes varied from 749 aa (2250 bp) to 771 aa (2361 bp). These special HMW-GS had a longer central repetitive domain with more glutamine repeats and glutamine residues compared to the previously characterized HMW-GS in common wheat, which provided a structural basis for superior gluten quality formation. The authenticity of the four cloned genes were verified by matrix-assisted laser desorption ionization time-of-flight/time-of-flight mass spectrometry (MALDI-TOF/TOF-MS). Abundant single-nucleotide polymorphism (SNP) and insertion/deletion (InDel) variations among these genes were identified, which would benefit for developing specific molecular markers used for wheat gluten quality improvement. Phylogenetic analysis revealed that the 1S l -encoded HMW-GS had close relationships with those from bread wheat, which were divergent from Triticum species at 2.10-10.00 million years ago. Our results indicate that the 1S l genome contains superior candidate glutenin genes that have potential application values for the improvement of wheat bread making quality."
"23688397","articletitle","PLANEX: the plant co-expression database."
"23688397","abstracttext_background","The PLAnt co-EXpression database (PLANEX) is a new internet-based database for plant gene analysis. PLANEX (http://planex.plantbioinformatics.org) contains publicly available GeneChip data obtained from the Gene Expression Omnibus (GEO) of the National Center for Biotechnology Information (NCBI). PLANEX is a genome-wide co-expression database, which allows for the functional identification of genes from a wide variety of experimental designs. It can be used for the characterization of genes for functional identification and analysis of a gene's dependency among other genes. Gene co-expression databases have been developed for other species, but gene co-expression information for plants is currently limited."
"23688397","abstracttext_description","We constructed PLANEX as a list of co-expressed genes and functional annotations for Arabidopsis thaliana, Glycine max, Hordeum vulgare, Oryza sativa, Solanum lycopersicum, Triticum aestivum, Vitis vinifera and Zea mays. PLANEX reports Pearson's correlation coefficients (PCCs; r-values) that distribute from a gene of interest for a given microarray platform set corresponding to a particular organism. To support PCCs, PLANEX performs an enrichment test of Gene Ontology terms and Cohen's Kappa value to compare functional similarity for all genes in the co-expression database. PLANEX draws a cluster network with co-expressed genes, which is estimated using the k-mean method. To construct PLANEX, a variety of datasets were interpreted by the IBM supercomputer Advanced Interactive eXecutive (AIX) in a supercomputing center."
"23688397","abstracttext_conclusion","PLANEX provides a correlation database, a cluster network and an interpretation of enrichment test results for eight plant species. A typical co-expressed gene generates lists of co-expression data that contain hundreds of genes of interest for enrichment analysis. Also, co-expressed genes can be identified and cataloged in terms of comparative genomics by using the 'Co-expression gene compare' feature. This type of analysis will help interpret experimental data and determine whether there is a common term among genes of interest."
"17629796","articletitle","Rapid evolution and complex structural organization in genomic regions harboring multiple prolamin genes in the polyploid wheat genome."
