"doc_id","relation_id","relation_type","left_role","left_id","right_role","right_id"
"12582703","D1F52F764A551661DDD1E9FF8DE8EABF4FC3A0CE","variety_has_phenotype","variety","7A2D1FC53F21B815B96A81648EA1673F9EE4DBBD","phenotype","1CD1F4618121236BF3FC13994E42872A91814E03"
"12582703","39CF033A6637343FEF8A4D97927FA7E7009FC3CC","variety_has_phenotype","variety","7A2D1FC53F21B815B96A81648EA1673F9EE4DBBD","phenotype","276ADC6068BE01FEA3B8DEAF5EF7E6E6F2BB5C82"
"24173052","9BAC1B598A0DDF5A82E73A31098D7359B6AB8C74","variety_has_phenotype","variety","841D3E4CB792015B090C18A891C34B63B4AE40E7","phenotype","E53F92A3E0EE08F608E710F4A130BB4B34C8888A"
"24173052","E988967E0CB1DBB85AD4A16E878B019F5206B721","variety_has_phenotype","variety","97F02B4BB7D3D48C3B9AFF85F159D69BC154CE31","phenotype","E53F92A3E0EE08F608E710F4A130BB4B34C8888A"
"24173052","894EBF7F673F5575C71C2F3B7A975ABE36DF710E","variety_has_phenotype","variety","01B59D6FFC82489C5F953480837B35C7EF4B5258","phenotype","E53F92A3E0EE08F608E710F4A130BB4B34C8888A"
"12582581","A40C8DC00B75886784FA329C8659AB654BFD8CD4","variety_has_phenotype","variety","388CBD741FA71A490798787ABF8D7EA3BCC7AFE5","phenotype","0C41F731038B9EFDB26E294CFB9F81669C7141B4"
"12582581","D9A44C279F724C74C247CE373282332B0050A833","variety_has_phenotype","variety","658041015D17C4C86143962FDDD3C3D1B12B0105","phenotype","7E540E055A6B5F519D4C68644A5EC37327BE1D0C"
"12582581","DDAE94ED565CB54E091302DAE8B73D07FA465B75","variety_has_phenotype","variety","658041015D17C4C86143962FDDD3C3D1B12B0105","phenotype","150A8E4063930ACFB172F4F51DAE1721A3EE979A"
"29476226","5ECBDB9EBAF46C1648D021F0670AF7031AC572BC","variety_has_phenotype","variety","042E46FDE2EB7C569F20682D26C8598EF62BFBB4","phenotype","79B4AFA1EE3568565EE33A4D8E5D206FE3B94BCA"
"29476226","7546389E111EA33E7B5E47AAB92ECAF839FC3740","variety_has_phenotype","variety","042E46FDE2EB7C569F20682D26C8598EF62BFBB4","phenotype","A3A62B9EFF86F236774C124C689065E228D772F0"
"29476226","8B0384DFC2995C5C0155A79BAD32A13422FCC764","variety_has_phenotype","variety","042E46FDE2EB7C569F20682D26C8598EF62BFBB4","phenotype","005EB027C8537632DB5EA69046EE20697CD649A8"
"25116148","EB8E20B319201E6CC48A5219EEF305571F9AB131","variety_has_phenotype","variety","A6A7CE90926664952138EA543CD172A7151EDDD5","phenotype","527A96453C555E244040CFD53FA2FD39D16A1158"
"25116148","B3FC632F56E7945130752973DBC9723719BD4AFF","variety_has_phenotype","variety","A6A7CE90926664952138EA543CD172A7151EDDD5","phenotype","C613F17A77E639BCCA25A6BA09318155A6AA4739"
"32812165","4A3DE12938E190BC859DC13FBA3298F1F5972E17","variety_has_phenotype","variety","C7337B561D2F0C32C7B399B30686E3695331EBC1","phenotype","7CFBBDF3995FA10595F4BC04ED879F62278B0D92"
"32812165","57B0CE28B4DFFB890F504D7C3151877312713F8C","variety_has_phenotype","variety","C7337B561D2F0C32C7B399B30686E3695331EBC1","phenotype","E1EC235879CA77B5CEC57429262241C0911C5246"
"23052026","1323FCB9703E3C2A32437A0B9FFA809211ACB5A8","variety_has_phenotype","variety","87CB448F6F99C60EE39BD423D8B1B181910EA2ED","phenotype","09C9663CEB99C87AB08BA53CD754FEA322310539"
"23052026","8FE9DD53E26156CEE070E0D80CF335278D65EA84","variety_has_phenotype","variety","356FF34F00C02345B1881446467E356B4DE61175","phenotype","DCD3D6ABB9899FEACD07C36C0F45D31C455F07CB"
"23052026","42A7F5249B5BD9E3583E5A3867A1CE925461FFF6","variety_has_phenotype","variety","356FF34F00C02345B1881446467E356B4DE61175","phenotype","B8AAB430F58A4B3931AE70228EE588E3F6193550"
"23052026","9D63A909D4590495B1BF7F807721B903413D7948","variety_has_phenotype","variety","EC723CC98B0AA38374EADDC71B0D7DD179D290B0","phenotype","DCD3D6ABB9899FEACD07C36C0F45D31C455F07CB"
"23052026","017F8E24FD04D27E39AA10F375E198F10318DA36","variety_has_phenotype","variety","EC723CC98B0AA38374EADDC71B0D7DD179D290B0","phenotype","B8AAB430F58A4B3931AE70228EE588E3F6193550"
"32111840","CC2A7D3A0991DC183562DCA6F7F4B14755A9D0BB","variety_has_phenotype","variety","BDC278D6931A037D2E5F78F8E30886692E55EE02","phenotype","FCA08BDA3B794970E88FE68115F18FDE76F2396B"
"32111840","3D1E5C3659826A063CCDC11380C98A8C06790CD5","variety_has_phenotype","variety","BDC278D6931A037D2E5F78F8E30886692E55EE02","phenotype","350637EA38F55B4842685F7C111B5DD890783F7B"
"32111840","6F0586FADCA84916A0138D3BB86DE85A3641D70F","variety_has_phenotype","variety","BDC278D6931A037D2E5F78F8E30886692E55EE02","phenotype","53312B2C8B451F274C6B7107584F2B5BB8D825D5"
"22580967","F86A7635CCE311BA62A8006BE3DA93D759458365","variety_has_phenotype","variety","B9DE6E00432AC6FF6087E56134E5323ED1D66655","phenotype","A4613F15A5E638DE3981F814D62EE7C85ED7220E"
