"doc_id","section_name","content"
"28036107","articletitle","Linkage drag constrains the roots of modern wheat."
"28036107","abstracttext","Roots, the hidden half of crop plants, are essential for resource acquisition. However, knowledge about the genetic control of below-ground plant development in wheat, one of the most important small-grain crops in the world, is very limited. The molecular interactions connecting root and shoot development and growth, and thus modulating the plant's demand for water and nutrients along with its ability to access them, are largely unexplored. Here, we demonstrate that linkage drag in European bread wheat, driven by strong selection for a haplotype variant controlling heading date, has eliminated a specific combination of two flanking, highly conserved haplotype variants whose interaction confers increased root biomass. Reversing this inadvertent consequence of selection could recover root diversity that may prove essential for future food production in fluctuating environments. Highly conserved synteny to rice across this chromosome segment suggests that adaptive selection has shaped the diversity landscape of this locus across different, globally important cereal crops. By mining wheat gene expression data, we identified root-expressed genes within the region of interest that could help breeders to select positive variants adapted to specific target soil environments."
"29256831","articletitle","Wheat Resistances to Fusarium Root Rot and Head Blight Are Both Associated with Deoxynivalenol- and Jasmonate-Related Gene Expression."
"29256831","abstracttext","Fusarium graminearum is a major pathogen of wheat causing Fusarium head blight (FHB). Its ability to colonize wheat via seedling root infection has been reported recently. Our previous study on Fusarium root rot (FRR) has disclosed histological characteristics of pathogenesis and pathogen defense that mirror processes of spike infection. Therefore, it would be interesting to understand whether genes relevant for FHB resistance are induced in roots. The concept of similar-acting defense mechanisms provides a basis for research at broad Fusarium resistance in crop plants. However, molecular defense responses involved in FRR as well as their relation to spike resistance are unknown. To test the hypothesis of a conserved defense response, a candidate gene expression study was conducted to test the activity of selected prominent FHB defense-related genes in seedling roots, adult plant roots, spikes, and shoots. FRR was examined at seedling and adult plant stages to assess age-related pattern of disease and pathogen resistance. This study offers first evidence for a significant genetic overlap in root and spike defense responses, both in local and distant tissues. The results point to plant development-specific rather than organ-specific determinants of resistance, and suggest roots as an interesting model for studies on wheat-Fusarium interactions."
"29359556","articletitle","Linoleic Acid:Dihomo-γ-Linolenic Acid Ratio Predicts the Efficacy of Zn-Biofortified Wheat in Chicken (Gallus gallus)."
"29359556","abstracttext","The amount of Zn absorbed from Zn-biofortified wheat material has been determined using an in vivo model of Zn absorption. The erythrocyte linoleic:dihomo -γ-linolenic acid (LA:DGLA) ratio was used as a biomarker of Zn status. Two groups of chickens (n = 15) were fed different diets: a high-Zn (46.5 μg Zn g -1 ) and a low-Zn wheat-based diet (32.8 μg Zn g -1 ). Dietary Zn intakes, body weight, serum Zn, and the erythrocyte fatty acid profile were measured, and tissues were taken for gene expression analysis. Serum Zn concentrations were greater in the high Zn group (p < 0.05). Duodenal mRNA expression of various Zn transporters demonstrated expression upregulation in the birds fed a low Zn diet (n = 15, p < 0.05). The LA:DGLA ratio was higher in the birds fed the low Zn diet (p < 0.05). The higher amount of Zn in the biofortified wheat resulted in a greater Zn uptake."
"29415008","articletitle","Genome-wide associations for multiple pest resistances in a Northwestern United States elite spring wheat panel."
"29415008","abstracttext","Northern areas of the western United States are one of the most productive wheat growing regions in the United States. Increasing productivity through breeding is hindered by several biotic stresses which slow and constrain targeted yield improvement. In order to understand genetic variation for stripe rust (Puccinia striiformis f. sp. tritici), Septoria tritici blotch (Mycosphaerella graminicola), and Hessian fly (Mayetiola destructor) in regional germplasm, a panel of 408 elite spring wheat lines was characterized and genotyped with an Illumina 9K wheat single nucleotide polymorphism (SNP) chip to enable genome-wide association study (GWAS) analyses. Significant marker-trait associations were identified for stripe rust (38 loci), Septoria tritici blotch (8) and Hessian fly (9) resistance. Many of the QTL corresponded with previously reported gene locations or QTL, but we also discovered new resistance loci for each trait. We validated one of the stripe rust resistance loci detected by GWAS in a bi-parental mapping population, which confirmed the detection of Yr15 in the panel. This study elucidated well-defined chromosome regions for multiple pest resistances in elite Northwest germplasm. Newly identified resistance loci, along with SNPs more tightly linked to previously reported genes or QTL will help future breeding and marker assisted selection efforts."
"28198421","articletitle","TaWRKY70 transcription factor in wheat QTL-2DL regulates downstream metabolite biosynthetic genes to resist Fusarium graminearum infection spread within spike."
"28198421","abstracttext","A semi-comprehensive metabolomics was used to identify the candidate metabolites and genes to decipher mechanisms of resistance in wheat near-isogenic lines (NILs) containing QTL-2DL against Fusarium graminearum (Fg). Metabolites, with high fold-change in abundance, belonging to hydroxycinnamic acid amides (HCAAs): such as coumaroylagmatine, coumaroylputrescine and Fatty acids: phosphatidic acids (PAs) were identified as resistance related induced (RRI) metabolites in rachis of resistant NIL (NIL-R), inoculated with Fg. A WRKY like transcription factor (TF) was identified within the QTL-2DL region, along with three resistance genes that biosynthesized RRI metabolites. Sequencing and in-silico analysis of WRKY confirmed it to be wheat TaWRKY70. Quantitative real time-PCR studies showed a higher expression of TaWRKY70 in NIL-R as compared to NIL-S after Fg inoculation. Further, the functional validation of TaWRKY70 based on virus induced gene silencing (VIGS) in NIL-R, not only confirmed an increased fungal biomass but also decreased expressions of downstream resistance genes: TaACT, TaDGK and TaGLI1, along with decreased abundances of RRI metabolites biosynthesized by them. Among more than 200 FHB resistance QTL identified in wheat, this is the first QTL from which a TF was identified, and its downstream target genes as well as the FHB resistance functions were deciphered."
