id,synonym
0000005,Biological yield
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000005,Biological yield
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000005,Biological yield
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000005,Biological yield
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000005,Biological yield
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000005,Biological yield
0000005,BM
0000005,AGBM
0000005, BMMat
0000005, BIOMAS
0000078,AcdTol
0000162,Phenotypic acceptability
0000162,AgrScr
0000162,AGRSCR
0000162,Phenotypic acceptability
0000162,AgrScr
0000162,AGRSCR
0000162,Phenotypic acceptability
0000162,AgrScr
0000162,AGRSCR
0000082,AtritResp
0000079,AlTol
0000079,ALUTOL
0000084,AntDmg
0000121,Flowering time
0000121,Ant
0000121,Flowering
0000121, Flw
0000121, A
0000121,Flowering time
0000121,Ant
0000121,Flowering
0000121, Flw
0000121, A
0000085,DMGAPH
0000085,AphDmg
0000085,DMGAPH
0000085,AphDmg
0000086,ArmyWDmg
0000086,ARMDMG
0000026,AwnLng
0000931,BLB
0000931, PSYRI
0000931,BLBInc
0000931,PsyriInc
0000932,BLB
0000932, PSYRI
0000932,BLBSev
0000932,PsyriSev
0001019,BLS
0001019, black chaff
0001019,BLSSev
0001019,PsyriSev
0000933,HgramInc
0000933,HgramInc
0000933,HgramInc
0000692,Barley leaf rust CI
0000692,PhordCI
0000935,PhordInc
0000647,PhordSev
0000647,PhordSev
0000936,RsecaInc
0000936,RSECA
0000710,RsecaSev
0000710,RSECA
0000710,RsecaSev
0000710,RSECA
0000095,BSMV
0000096,BYDInc
0000096,BYDV
0000096,BYDInc
0000096,BYDV
0000096,BYDInc
0000096,BYDV
0000087,BirdDmg
0000087,DmgBird
0000087, BIRDDMG
0000087, DMGBIR
0000087,BirdDmg
0000087,DmgBird
0000087, BIRDDMG
0000087, DMGBIR
0000097,BlkPtInc
0000097,BlkPtInc
0000191,Boot
0000191,Booting
0000191, B
0000191,Boot
0000191,Booting
0000191, B
0000191,Boot
0000191,Booting
0000191, B
0000191,Boot
0000191,Booting
0000191, B
0000678,BTol
0000678,BORONTOL
0000065,CrmStr
0000124,LofVol
0000301,NDVI
0000197,NPQI
0000198,NWI1
0000199,NWI2
0000200,NWI3
0000201,NWI4
0000202,PRI
0000203,RARSc
0000204,RARSa
0000205,RARSb
0000206,SR
0000059,StayGreen
0000059,STAGRE
0000208,SIPI
0000193,CT
0000193,CanoTemp
0000193, CanTemp
0000006,CTD
0000209,WI
0000080,Low temperature tolerance
0000080, Cold susceptibility
0000080,ColdTol
0000080,COLDTOL
0000080, CLDTOL
0000080,Low temperature tolerance
0000080, Cold susceptibility
0000080,ColdTol
0000080,COLDTOL
0000080, CLDTOL
0000029,ColeopLng
0000281,TilSpSpkInc
0000281,CBSpkInc
0000281, TILSP
0000281, CB
0000649,RootRot
0000064,CookSdF
0000064,COKSDF
0000014,GrndCov
0000014,GRNDCOV
0000014, GC
0000014,GrndCov
0000014,GRNDCOV
0000014, GC
0000407,CGR
0000407,CGR
0000111,HavenDmg
0000111,CCNDmg
0000111, HAVEN
0000111, CCN
0000182,DRidge
0000182,DR
0000182,DRidge
0000182,DR
0000210,AlvIe
0000395,Tenacity/extensibility ratio
0000395,AlvPG
0000145,Dough strength and extensibility
0000145,AlvPL
0000211,G value
0000211, Index of swelling
0000211,AlvG
0000212,L value
0000212, Dough extensibility
0000212,AlvL
0000213,P value
0000213, Dough resistance
0000213, Dough tenacity
0000213,AlvP
0000144,W value
0000144, Strength of dough
0000144,AlvW
0000149,MixTim
0000225,MixTq
0000228,MixTyp
0000131,DroughtTol
0000131,DroughtTol
0000101,TcontInc
0000101,TCONT
0000021,Emer
0000021,Emer
0000021, Em
0000021, E
0000021,Emer
0000021,Emer
0000021, Em
0000021, E
0000102,PherpResp
0000102,PHPRP
0000183,FND
0000183,FND
0000141,FLeafA
0000194,FLeafSen
0000194,FlagSen
0000103,UagroResp
0000103,UAGRO
0000214,FlrCol
0000214,FlrCol
0000214,FlrCol
0000066,FlrFN
0000069,GLUCON
0000069,FLRGluCon
0000070,GluTyp
0000067,FlrProt
0000067,FlrPro
0000067,FlrProt
0000067,FlrPro
0000146,FLRSDS
0000146,FlrSDS
0000160,Specific sedimentation value
0000160, Relative sedimentation index
0000160,SedIdx
0000160,SEDINDX
0000673,FlrYellCls
0000068,FlrYld
0000068,FlrYd
0000655,FolDis
0000127,FrostDmg
0000127,DMPFRO
0000127,FrostDmg
0000127,DMPFRO
0000127,FrostDmg
0000127,DMPFRO
0000127,FrostDmg
0000127,DMPFRO
0000127,FrostDmg
0000127,DMPFRO
0000924,FgramInc
0000924,FGRAML
0000924,FgramInc
0000924,FGRAML
0000925,FgramResp
0000925,FGRAML
0000926,FgramSev
0000926,FGRAML
0000926,FgramSev
0000926,FGRAML
0000651,FHBAUDPC
0000652,FHBDON
0000927,FHBGInc
0000928,FHBSpkInc
0000928,FHBSpkInc
0000929,FHBSpkResp
0000929,FHBSpkResp
0000654,FHBSpkWt
0000711,FHBSplInc
0000711,FHBSplInc
0000930,FNIVLB
0000930, FNIVAL
0000930,FnivLBInc
0000930,FNIVLB
0000930, FNIVAL
0000930,FnivLBInc
0000653,FNIVLB
0000653, FNIVAL
0000653,FnivLBSev
0000653,FNIVLB
0000653, FNIVAL
0000653,FnivLBSev
0000168,FoxiWilt
0000168,FOXYWIL
0000031,GlmCol
0000035,Glume waxiness
0000035,GlmGlau
0000032,GlmLng
0000033,Glume hairiness
0000033,GlmPubDen
0000034,GlmPubLng
0000036,GlmWid
0000152,GluA1
0000152,Glu-A1
0000152, HMW-Glu A1
0000155,GluA3
0000155,Glu-A3
0000155, LMW-Glu A3
0000153,GluB1
0000153,Glu-B1
0000153, HMW-Glu B1
0000156,GluB3
0000156,Glu-B3
0000156, LMW-Glu B3
0000154,GluD1
0000154,Glu-D1
0000154, HMW-Glu D1
0000157,GluD3
0000157,Glu-D3
0000157, LMW-Glu D3
0000656,Kernel appearance
0000656,GApp
0000656,GRNAPP
0000656,Kernel appearance
0000656,GApp
0000656,GRNAPP
0000195,GCID
0000195,GrainCID
0000037,Kernel color
0000037,GCol
0000037,GRNCOL
0000037,Kernel color
0000037,GCol
0000037,GRNCOL
0000037,Kernel color
0000037,GCol
0000037,GRNCOL
0000037,Kernel color
0000037,GCol
0000037,GRNCOL
0000037,Kernel color
0000037,GCol
0000037,GRNCOL
0000221,Grain use type
0000221,UseTyp
0000664,GFP
0000664,GFillPeriod
0000664, GfillP
0000664,
0000664,GFP
0000664,GFillPeriod
0000664, GfillP
0000664,
0000011,Seed germination
0000011,Germ
0000011,Germi
0000011, GERM
0000011, GERMPCT
0000011, GERM%
0000011, GERMI
0000011, Germination percentage
0000072,Grain texture
0000072,GHrd
0000072,HRDCLS
0000072, GRNHRD
0000072,Grain texture
0000072,GHrd
0000072,HRDCLS
0000072, GRNHRD
0000072,Grain texture
0000072,GHrd
0000072,HRDCLS
0000072, GRNHRD
0000072,Grain texture
0000072,GHrd
0000072,HRDCLS
0000072, GRNHRD
0000222,GIron
0000222,GRNIRON
0000222,GIron
0000222,GRNIRON
0000012,GMoi
0000012,GRNH20
0000012, GrnMoist
0000017,Kernel number
0000017,GN
0000017,GNO
