"doc_id","section_name","content"
"18943987","articletitle","Genetic Control of Resistance to Tan Necrosis Induced by Pyrenophora tritici-repentis, Races 1 and 2, in Spring and Winter Wheat Genotypes."
"18943987","abstracttext","ABSTRACT The symptoms of tan spot of wheat, caused by Pyrenophora triticirepentis, include a tan necrosis component and an extensive chlorosis component. Since tan spot has become the major component of the leafspotting disease complex of wheat in western Canada, the need for resistant cultivars has increased. This study was conducted to determine whether the resistance to tan spot found in a diverse set of spring and winter wheat genotypes was due to resistance genes not previously reported. The genetic control of resistance to necrosis induced by P. triticirepentis race 1 and race 2 was determined, under controlled environmental conditions, for spring wheat genotypes Erik and 86ISMN 2137 and winter wheat genotypes Hadden, Red Chief, and 6B-365. Plants were inoculated at the two-leaf stage and disease reaction was assessed based on lesion type. Tests of the F(1) and F(2) generations, and of F(2:3) and F(2:8) families, indicated that one recessive gene controlled resistance to the necrosis component of tan spot caused by both race 1 and race 2 in each cross studied. Lack of segregation in crosses between the resistant cultivars indicated that the resistance gene was the same in all of the cultivars."
"19057889","articletitle","Localization of anchor loci representing five hundred annotated rice genes to wheat chromosomes using PLUG markers."
"19057889","abstracttext","PCR-based Landmark Unique Gene (PLUG) markers are EST-PCR markers developed based on the orthologous gene conservation between rice and wheat, and on the intron polymorphisms among the three orthologous genes derived from the A, B and D genomes of wheat. We designed a total of 960 primer sets from wheat ESTs that showed high similarity with 951 single-copy rice genes. When genomic DNA of Chinese Spring wheat was used as a template, 872 primer sets amplified one to five distinct products. Out of these 872 PLUG markers, 531 were assigned to one or more chromosomes by nullisomic-tetrasomic analysis. For each wheat chromosome, the number of loci detected ranged from 32 for chromosome 6A to 73 for chromosome 7D, with an average of 48 loci per chromosome. Several novel synteny perturbations were identified using deletion bin-mapping of markers. Furthermore, we demonstrated that PLUG markers can be used as probes to simultaneously identify BAC clones that contain homoeologous regions from all three genomes."
"16896714","articletitle","Resistance gene analogues of wheat: molecular genetic analysis of ESTs."
"16896714","abstracttext","Using two divergent nucleotide binding site (NBS) regions from wheat sequences of the NBS-LRR (leucine rich repeat) class, we retrieved 211 wheat and barley NBS-containing resistance gene analogue (RGA) expressed sequence tags (ESTs). These ESTs were grouped into 129 gene sequence groups that contained ESTs that were at least 70% identical at the DNA level over at least 200 bp. Probes were obtained for 89 of these RGA families and chromosome locations were determined for 72 of these probes using nullitetrasomic Chinese Spring wheat lines. RFLP analysis of 49 of these RGA probes revealed 65 mappable polymorphic bands in the doubled haploid Cranbrook x Halberd wheat population (C x H). These bands mapped to 49 loci in C x H. RGA loci were detected on all 21 chromosomes using the nullitetrasomic lines and on 18 chromosomes (linkage groups) in the C x H map. This identified a set of potential markers that could be developed further for use in mapping and ultimately cloning NBS-LRR-type disease resistance genes in wheat."
"19756473","articletitle","Development of wheat lines carrying stem rust resistance gene Sr39 with reduced Aegilops speltoides chromatin and simple PCR markers for marker-assisted selection."
"19756473","abstracttext","The use of major resistance genes is a cost-effective strategy for preventing stem rust epidemics in wheat crops. The stem rust resistance gene Sr39 provides resistance to all currently known pathotypes of Puccinia graminis f. sp. tritici (Pgt) including Ug99 (TTKSK) and was introgressed together with leaf rust resistance gene Lr35 conferring adult plant resistance to P. triticina (Pt), into wheat from Aegilops speltoides. It has not been used extensively in wheat breeding because of the presumed but as yet undocumented negative agronomic effects associated with Ae. speltoides chromatin. This investigation reports the production of a set of recombinants with shortened Ae. speltoides segments through induction of homoeologous recombination between the wheat and the Ae. speltoides chromosome. Simple PCR-based DNA markers were developed for resistant and susceptible genotypes (Sr39#22r and Sr39#50s) and validated across a set of recombinant lines and wheat cultivars. These markers will facilitate the pyramiding of ameliorated sources of Sr39 with other stem rust resistance genes that are effective against the Pgt pathotype TTKSK and its variants."
"19681030","articletitle","Variation in genotypic responses and biochemical analysis of callus induction in cultivated wheat."
"19681030","abstracttext","Wheat is notorious for callus induction, which is a major hindrance in direct gene transfer and consequently for genetic improvement programs. In order to provide a successful platform for gene transformation, good callus quantity and quality is important. We investigated the variation in callus induction capabilities of Pakistani wheat cultivars and measured the reducing sugar content in the induced calluses. Ten elite wheat varieties, developed and cultivated in Pakistan were selected on the basis of agronomic and stress tolerance parameters. Significant differences were found between and among wheat cultivars for callus induction response, shoot length and callus quality. The callus induction responses of Punjab-81, Punjab-96 and Zarghoon-79 were found to be the best among the 10 varieties. The induced calluses were of two types, embryogenic (hard) and non-embryogenic (soft). The seeds gave good germination. The highest reducing sugar concentration was found in cultivar Sutlaj-86, which needs to be tested for stress resistance, a measure of its utility for genetic engineering programs. The relative callus induction rate and reducing sugar content of the wheat cultivars were found to be genotype-dependent."
