doc_id,section_name,entity_id,entity_type,start_offset,end_offset,surface_form,reference,label
28159297,articletitle,4E320043802BD9DCF0933E328DB7E89506FB9A16,taxon,75,87,common wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,articletitle,C6E719CD45AEB480E0C778FA92129628C4969A1B,taxon,104,115,durum wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4567",Triticum turgidum subsp. durum
28159297,abstracttext,05B43033DBC89507964DC6B02E77857CCCF349F1,taxon,123,134,durum wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4567",Triticum turgidum subsp. durum
28159297,abstracttext,4547101DAAA18F5FE13E6F1F1356D2361A35446E,taxon,158,175,Triticum aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,abstracttext,186CD9DC1593F011430AE0F47DF82222C1DA63D9,taxon,177,189,common wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,abstracttext,A47B798F27C027CDCD6EF8AAE0CF13511208CCB6,taxon,363,375,common wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,abstracttext,BB6B5014DBC72D7BDF6CC7D5B6E858FDE6DE9B43,taxon,478,489,T. aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,abstracttext,192446AF7FEEBE9584E98EC45D9500DED5091A3F,taxon,640,651,T. aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,abstracttext,A48AFD71A611754B8EF3FF40689E88CC589B5650,taxon,655,663,Triticum,"http://purl.obolibrary.org/obo/NCBITaxon_4564",Triticum
28159297,abstracttext,7F6EC5FE74675478F0D19D9D7A91244F63615239,taxon,876,888,common wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
28159297,abstracttext,AF98E734B2ABF0906098093BEDF0C3C39AFFF5E9,taxon,917,922,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,articletitle,825BDA4910CD1B961D14CADF042C8BE7D0A1AA69,taxon,0,17,Aegilops tauschii,"http://purl.obolibrary.org/obo/NCBITaxon_37682",Aegilops tauschii
23374069,articletitle,9843C6649A5A8F2CD79D4CC4B3910C1BD87A300E,taxon,79,84,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,articletitle,0A3863EACE8B8EDA41730392295D2D8E5629A4AA,taxon,160,165,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,2A383709B2598522B57A1C4FBECDE38CB56116E0,taxon,10,15,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,8B1905EEF7260C9BE5FE1419E28E74F205EFD938,taxon,17,34,Triticum aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,83EBC45FC839934851E0370DE052BB4E1C42A636,taxon,94,111,Triticum turgidum,"http://purl.obolibrary.org/obo/NCBITaxon_4571",Triticum turgidum
23374069,abstracttext,23F9269799BF32138216E7021A7A62F0C8DF1A34,taxon,132,149,Aegilops tauschii,"http://purl.obolibrary.org/obo/NCBITaxon_37682",Aegilops tauschii
23374069,abstracttext,4451B903156C726834F6C11F7AA5C0E4644D1260,taxon,214,219,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,47478E9BD21B96B7DB28CCCE4E5A00AC7B8BAA9C,taxon,280,285,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,18E768AAC925E8B35930A01AE53E1EEFFFA4D119,taxon,367,372,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,E89628AA0C13A306F716C8165B16EF75FCD8D8C8,taxon,475,492,Aegilops tauschii,"http://purl.obolibrary.org/obo/NCBITaxon_37682",Aegilops tauschii
23374069,abstracttext,2B35547188C71E50DE11E4CD939BB458045CF6BD,taxon,736,741,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,9BB4C5301FB210A68907F494E10F7EEC9EADA0F2,taxon,799,804,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,2DF2DBCB2C5E4AFC3D137CD504834E290720F5A9,taxon,815,832,Triticum aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,F902FC21A0736A2E18808BABFE1565FD060625CB,taxon,1014,1019,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,9747F164E931B99B8663E059DC1019853F5871F7,taxon,1089,1094,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
23374069,abstracttext,E79B86BB633CD9D4D6F09F52107809F936EF5409,taxon,1212,1217,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,articletitle,C6592DEEDCB03BD8C7B87DF3B3C0FEA9A8644222,taxon,78,89,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,articletitle,3A4E2E40F3DD8A9FAC30A63D9AF59CED7869614B,taxon,92,97,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,974402EC1443B7224EF77101DB47F2B0904C0791,taxon,0,5,Spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,0C80E076BEFE2B9BF25DBFBA6C62AA61BF53B39C,taxon,6,11,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,7C46B97FCCCCDF617F039D29658374AA2B5D9914,taxon,14,45,Triticum aestivum subsp. spelta,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,5717F389A5499D339DA06E25714C14D33D27900F,taxon,65,77,common wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,C58D5DD60D56F023CC222C44871005C7E68CE151,taxon,121,132,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,2E9A2FB52C4503E46AAA99C92F6BABCAFF6C21CF,taxon,135,146,T. aestivum,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,1C91570505EA2BB3C9B4D3D029CC2D7D3F620188,taxon,215,226,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,E5C9DCE967BF50303AAF5FB8DA05E06686324821,taxon,229,234,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,440B2F3FF4C8930AAA8336DE625F2603E0A16F19,taxon,332,343,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,11B724CCB67A452632673A9B25C7685C2712F421,taxon,346,351,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,18F9ECC9D493078AB6D774181CCAE622A3BD5F97,taxon,427,432,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,00806C0D1B3CEF9BDACA4F0CDBBA4A6654540CF5,taxon,486,497,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,0A8D1B7214260127A69545D880CC4EB23BE8C72C,taxon,579,590,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,CD5FFDFB17FEFE200BD3A633540670D62F973792,taxon,643,648,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,8624CDF5800A98B3787AC52CDFBA8F5607D30AC6,taxon,649,654,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,CDFEBE9DDDE7ABF4B5E15F8B18510F3D74B3D9FF,taxon,794,805,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,02FBF1F961BA6DE4EF3A22344A4969D13E3CC742,taxon,808,813,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,8FDF6C6DC388432AC1CC142CA79C38F89AE600F5,taxon,825,830,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,890655C9F2127DFA6D7754B81862C72A32E60FF8,taxon,831,836,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,3AF92E5FFA1534DF93BFC653A9AA118494CBC82F,gene,905,911,Vrn-B3,"http://ns.inria.fr/d2kab/gene/A91F94B06046CEA7501ABF198DC132DEC21A1B31",Vrn-B3
30697120,abstracttext,5E8AC70B5A65FEADA6ADB45BA2DC66FE0643CA34,phenotype,1026,1040,grain dormancy,"http://opendata.inrae.fr/wto/v3.0/thesaurus/WTO_0000190",seed dormancy
30697120,abstracttext,782762326B4AFAE3FA73A11312DD63075290D58B,taxon,1044,1049,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,697AC1FB663D910BFA86009A87FBA6FDF0414662,taxon,1050,1055,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,3FE17240AEF9D882A62638071E1496F482DF999C,taxon,1161,1166,spelt,"http://purl.obolibrary.org/obo/NCBITaxon_58933",Triticum spelta
30697120,abstracttext,09E25DA597260B05CE46D5343CAF4A2B785B8621,taxon,1167,1172,wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
30697120,abstracttext,5BDABA3F795CB6D2A042179EC091FE05E03393EF,taxon,1199,1210,bread wheat,"http://purl.obolibrary.org/obo/NCBITaxon_4565",Triticum aestivum
