,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,1,2876418,BTH_Le_Moulon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Le_Moulon_2013_SetB1,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
1,2,2876419,BTH_Le_Moulon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Le_Moulon_2013_SetB1,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
2,RE12030itkfi,2876510,BTH_Le_Moulon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Le_Moulon_2013_SetB1,VIRTUAL_TRIAL,,,,,,,,low inputs
3,1,2876420,BTH_Le_Moulon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Le_Moulon_2013_SetB1,REPLICATION,1.0,,,,,,REPLICATION:1,treated
4,2,2876421,BTH_Le_Moulon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Le_Moulon_2013_SetB1,REPLICATION,2.0,,,,,,REPLICATION:2,treated
5,RE12030itkt,2876511,BTH_Le_Moulon_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Le_Moulon_2013_SetB1,VIRTUAL_TRIAL,,,,,,,,treated
6,AO13002itkfi,2876462,BTH_Le_Moulon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Le_Moulon_2013_SetB1,VIRTUAL_TRIAL,,,,,,,,low inputs
7,2,2876325,BTH_Le_Moulon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Le_Moulon_2013_SetB1,REPLICATION,2.0,,,,,,REPLICATION:2,treated
8,AO13002itkt,2876463,BTH_Le_Moulon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Le_Moulon_2013_SetB1,VIRTUAL_TRIAL,,,,,,,,treated
9,1,2876322,BTH_Le_Moulon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Le_Moulon_2013_SetB1,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
10,2,2876323,BTH_Le_Moulon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Le_Moulon_2013_SetB1,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
11,1,2876324,BTH_Le_Moulon_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Le_Moulon_2013_SetB1,REPLICATION,1.0,,,,,,REPLICATION:1,treated
12,2,2876353,BTH_Le_Moulon_2013_SetB1,61290,https://doi.org/10.15454/Q9AAOE,RE12005,BTH_Le_Moulon_2013_SetB1,REPLICATION,2.0,,,,,,REPLICATION:2,treated
13,RE12005itkt,2876477,BTH_Le_Moulon_2013_SetB1,61290,https://doi.org/10.15454/Q9AAOE,RE12005,BTH_Le_Moulon_2013_SetB1,VIRTUAL_TRIAL,,,,,,,,treated
