,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,1,2863789,BTH_Lusignan_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Lusignan_2012_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
1,2,2863790,BTH_Lusignan_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Lusignan_2012_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
2,1,2863791,BTH_Lusignan_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Lusignan_2012_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,treated
3,2,2863792,BTH_Lusignan_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Lusignan_2012_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,treated
4,DI08019-2itkfi,2863931,BTH_Lusignan_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Lusignan_2012_SetA1,VIRTUAL_TRIAL,,,,,,,,low inputs
5,DI08019-2itkt,2863932,BTH_Lusignan_2012_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Lusignan_2012_SetA1,VIRTUAL_TRIAL,,,,,,,,treated
6,1,2863899,BTH_Lusignan_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Lusignan_2012_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,treated
7,2,2863900,BTH_Lusignan_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Lusignan_2012_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,treated
8,1,2863897,BTH_Lusignan_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Lusignan_2012_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
9,2,2863898,BTH_Lusignan_2012_SetA1,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Lusignan_2012_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
