observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2975087,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76128,https://doi.org/10.15454/2GXQKU,DI15008,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,87.75,
1,2975105,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76136,https://doi.org/10.15454/K21FCC,RE14102,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,92.86,
2,2975140,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76151,https://doi.org/10.15454/CLOCOE,RE14110,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,94.38,
1,2975139,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76151,https://doi.org/10.15454/CLOCOE,RE14110,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,92.79,
1,2975083,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76126,https://doi.org/10.15454/MP2YBX,DI15007,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,92.65,
2,2975106,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76136,https://doi.org/10.15454/K21FCC,RE14102,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,99.47,
2,2975142,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76152,https://doi.org/10.15454/5IZLRI,EM14142,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,96.15,
1,2975141,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76152,https://doi.org/10.15454/5IZLRI,EM14142,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,92.48,
2,2975094,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76131,https://doi.org/10.15454/65J2ZZ,EM14072,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,94.01,
1,2975093,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76131,https://doi.org/10.15454/65J2ZZ,EM14072,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,85.82,
2,2975144,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76153,https://doi.org/10.15454/JHIZDA,CF14312,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,75.85,
1,2975143,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76153,https://doi.org/10.15454/JHIZDA,CF14312,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,83.3,
2,2975108,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76137,https://doi.org/10.15454/WGTO7X,RE14106,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,88.68,
2,2975148,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76154,https://doi.org/10.15454/0TV1JD,CF14270,REPLICATION,2,,,,,,REPLICATION:2,faible intrant,2015,79.33,
1,2975107,BTH_Rennes_2015_SetB2,BTH_Rennes_2015_SetB2,76137,https://doi.org/10.15454/WGTO7X,RE14106,REPLICATION,1,,,,,,REPLICATION:1,faible intrant,2015,88.61,
