"doc_id","relation_id","relation_type","left_role","left_id","right_role","right_id"
"22660629","92B6D97C53D571287A3844E300194CC534C58498","variety_has_phenotype","variety","FA2FBB5E4FE0F8A6AFD2BAFA6F7C39AF812BFA5B","phenotype","852266CC4D493214447D79EECE08B042885F6941"
"22660629","CA5AB4BC95751CD7190FD99C51F5ED4C789EB9E9","variety_has_phenotype","variety","200419397B4365DBAA0B89AE255EF235A19D2D18","phenotype","852266CC4D493214447D79EECE08B042885F6941"
"22660629","20C52024678CBD2227415505DA28EAFA7853D921","variety_has_phenotype","variety","A5BBB0A2B4123AF8B2CD91823A806C8BCC2A6138","phenotype","852266CC4D493214447D79EECE08B042885F6941"
"29860625","3F66B5D41253E33DD15974FA4085374A8AE11E7D","variety_has_phenotype","variety","D87F765E9B1A2EF49724CB3199E2727D224B2F0A","phenotype","8EF0E0EF162C2419FCC9891D43019DDA874943F5"
"24794977","329AB2FA2D4FAC78D4246E33DBCD063793D52208","variety_has_phenotype","variety","4E4B3DF56F35B3B91A43A41BB159AA0A0B61596C","phenotype","54220F8E937F83D2F72FDB9480F43103FA7EA334"
"24794977","5B402B8B65CCBFD1D1C025AF452CCCD4AAB62A13","variety_has_phenotype","variety","C57817D7570A517BAD80FA9752B8045F3B780E08","phenotype","D8649081F3220FD9EE653709C35144E4868814B3"
"24794977","6272802CD34F60FF66753025C6F0FB0DB6A82755","variety_has_phenotype","variety","C57817D7570A517BAD80FA9752B8045F3B780E08","phenotype","71EAB3CB21BFAF50AF34142494ECDA898144952A"
"24794977","86F9AD08AC000C7A674F21FCE3D58240249A5115","variety_has_phenotype","variety","5BA04DC0DC4376A3A0654710BDE5F924B0A79659","phenotype","D8649081F3220FD9EE653709C35144E4868814B3"
"24794977","75805FDC71A5D51BEDA5018D4004CACE0AE64B3A","variety_has_phenotype","variety","5BA04DC0DC4376A3A0654710BDE5F924B0A79659","phenotype","71EAB3CB21BFAF50AF34142494ECDA898144952A"
"24794977","A304FA6ABE6B1695DC16E237305188DEC1214031","variety_has_phenotype","variety","34412895CCCEEC770FE100200AE25D8DAEF034BC","phenotype","D8649081F3220FD9EE653709C35144E4868814B3"
"24794977","A8B1156BB2B40FE26EA5BD9800774417E85B63B8","variety_has_phenotype","variety","34412895CCCEEC770FE100200AE25D8DAEF034BC","phenotype","71EAB3CB21BFAF50AF34142494ECDA898144952A"
"24794977","E72EF537E6446CD928D6C614CDC40AF88BD5BB1E","variety_has_phenotype","variety","F9F4C5ACBCA321DAC1C1CE687479FB4728E62B93","phenotype","D8649081F3220FD9EE653709C35144E4868814B3"
"24794977","7636A574E06FD6FB4D68EF3F4AC5614B07BC967F","variety_has_phenotype","variety","F9F4C5ACBCA321DAC1C1CE687479FB4728E62B93","phenotype","71EAB3CB21BFAF50AF34142494ECDA898144952A"
"16592232","10DF43CC8D79FB88D49D02EC7066662AB81EBC53","variety_has_phenotype","variety","8EED08577723DC502CB5CDD49064C71E196F0567","phenotype","1BB7F6A5462D456A6B0CC997078BE5FF1108CDB8"
"31514396","ACCCC90E79365887E8FA745B8120C035254723E7","variety_has_phenotype","variety","3FB08584A47AB741886710CB46035739C0916135","phenotype","5784084DEF333804D12D2486378BBF373D639693"
"31514396","912BC535E260274ADF6CEE5B9B2EBA23B98CD12C","variety_has_phenotype","variety","3FB08584A47AB741886710CB46035739C0916135","phenotype","2E2F126638CA369DB820ED8075869219556B75FF"
"31514396","D7CFBE61271625D48EB8F4062764E036A6C249E2","variety_has_phenotype","variety","7EED186CD76A80CC57EB8B4496C6B6B895CF3EFA","phenotype","5784084DEF333804D12D2486378BBF373D639693"
"31514396","49A11864DC0E157136957D717FC12F20EC73C2A1","variety_has_phenotype","variety","7EED186CD76A80CC57EB8B4496C6B6B895CF3EFA","phenotype","2E2F126638CA369DB820ED8075869219556B75FF"
