"doc_id","section_name","content"
"28159297","articletitle","Validation and application of a quantitative real-time PCR assay to detect common wheat adulteration of durum wheat for pasta production."
"28159297","abstracttext","Pasta is the Italian product par excellence and it is now popular worldwide. Pasta of a superior quality is made with pure durum wheat. In Italy, addition of Triticum aestivum (common wheat) during manufacturing is not allowed and, without adequate labeling, its presence is considered an adulteration. PCR-related techniques can be employed for the detection of common wheat contaminations. In this work, we demonstrated that a previously published method for the detection of T. aestivum, based on the gliadin gene, is inadequate. Moreover, a new molecular method, based on DNA extraction from semolina and real-time PCR determination of T. aestivum in Triticum spp., was validated. This multiplex real-time PCR, based on the dual-labeled probe strategy, guarantees target detection specificity and sensitivity in a short period of time. Moreover, the molecular analysis of common wheat contamination in commercial wheat and flours is described for the first time."
"23374069","articletitle","Aegilops tauschii single nucleotide polymorphisms shed light on the origins of wheat D-genome genetic diversity and pinpoint the geographic origin of hexaploid wheat."
"23374069","abstracttext","Hexaploid wheat (Triticum aestivum, genomes AABBDD) originated by hybridization of tetraploid Triticum turgidum (genomes AABB) with Aegilops tauschii (genomes DD). Genetic relationships between A. tauschii and the wheat D genome are of central importance for the understanding of wheat origin and subsequent evolution. Genetic relationships among 477 A. tauschii and wheat accessions were studied with the A. tauschii 10K Infinium single nucleotide polymorphism (SNP) array. Aegilops tauschii consists of two lineages (designated 1 and 2) having little genetic contact. Each lineage consists of two closely related sublineages. A population within lineage 2 in the southwestern and southern Caspian appears to be the main source of the wheat D genome. Lineage 1 contributed as little as 0.8% of the wheat D genome. Triticum aestivum is subdivided into the western and Far Eastern populations. The Far Eastern population conserved the genetic make-up of the nascent T. aestivum more than the western population. In wheat, diversity is high in chromosomes 1D and 2D and it correlates in all wheat D-genome and A. tauschii chromosomes with recombination rates. Gene flow from A. tauschii was an important source of wheat genetic diversity and shaped its distribution along the D-genome chromosomes."
"30697120","articletitle","QTLs for agronomic traits detected in recombinant inbred lines derived from a bread wheat × spelt cross."
"30697120","abstracttext","Spelt wheat ( Triticum aestivum subsp. spelta ), a subspecies of common wheat, is a genetic resource for the breeding of bread wheat ( T. aestivum subsp. aestivum ); however, genetic analyses of agronomic traits in bread wheat × spelt crosses are insufficient. Here, we conducted QTL analysis in the recombinant inbred lines from a bread wheat × spelt cross. In addition to the major Q locus, QSpd.obu-4D was detected with the spelt allele conferring a higher spikelet density than the bread wheat allele. The effect of QSpd.obu-4D was evident in the presence of the Q allele of bread wheat, suggesting that this variation might be cryptic in spelt wheat with the q allele. Two QTLs with stable effects were identified for grain length, one of which ( QGl.obu-1A ) has never been detected in a bread wheat × spelt cross. The spelt wheat allele at QHt.obu-7B conferring later heading was identified in the Vrn-B3 region and could be a novel gene source for modifying heading time. Furthermore, QGi.obu-2B , responsible for low grain dormancy of spelt wheat, was detected. Further exploration and identification of useful QTLs could accelerate the utilization of spelt wheat as a genetic resource for bread wheat breeding programs."
"11999846","articletitle","Trends in comparative genetics and their potential impacts on wheat and barley research."
"11999846","abstracttext","We review some general points about comparative mapping, the evolution of gene families and recent advances in the understanding of angiosperm phylogeny. These are considered in relation to studies of large-genome cereals, particularly barley (Hordeum vulgare) and wheat (Triticum aestivum), with reference to methods of gene isolation. The relative merits of direct map-based cloning in barley and wheat, utilization of the smaller genome of rice (Oryza sativa) and gene homology methods that utilize information from model species such as Arabidopsis thaliana are briefly discussed."
"28490951","articletitle","Gene introgression from common wheat into Aegilops L."
"28490951","abstracttext","Group of experiments were carried out to verify possibility of gene introgression from common wheat into Aegilops . The artificial indoor crossbreed was conducted using 7 genotypes from 4 wheat relative species as female, and common wheat as male. The experiment result shows that different species has variable cross ability. Among the 4 Aegilops species, the highest cross rate is from the combination of Aegilops tauschii  ×  Triticum aestivum (46.49% for genotype Ae42, 22.58% for Y92), the second is from Aegilops ovata  ×  T. aestivum (14.76% for Y100, 12.11% for Ae23), the third is from Aegilops cylindrica  ×  T. aestivum (2.23% for Ae7, 8.50% for Y145), and the lowest is from Aegilops speltoides  ×  T. aestivum (0.19%). Hybrid embryos from different combinations have different ability of callus initiation and germination. The hybrid embryos from A. ovata / T. aestivum and Ae. tauschii / T. aestivum have a higher level of callus initiation and germination. Ae. cylindrica / T. aestivum has a middle level, while the Ae. speltoides has a lower level. The interspecific hybrids between Aegilops and common wheat have so low fertility. In back-crosses, the seed-set rate of hybrids of Ae. ovata / T. aestivum is 3.71% and 4.36% respectively back-crossed with male and female parents, while for hybrids of Ae. cylindrica / T. aestivum , they were 0 and 0.33% respectively, and for Ae. tauschii / T. aestivum , 0.33% and 0 respectively. On selfing of the hybrids, the seed-set rate is 0 (no seed set from 9750 florets) for the combination of Ae. cylindrica / T. aestivum , 0.044% (3 selfed seeds out of 6870 florets) for Ae. ovata / T. aestivum and 0 (no seed set from 7253 florets) for Ae. tauschii / T. aestivum . The research suggests that the probability of gene introgression from T. aestivum into Aegilops species is very low in nature."
"15604827","articletitle","Real Time RT-PCR and flow cytometry to investigate wheat kernel hardness: role of puroindoline genes and proteins."
"15604827","abstracttext","Developing seeds from Triticum aestivum (wheat) cultivars were collected after flowering and analysed for puroindoline a and b gene expression by Real Time RT-PCR. Mature seeds were investigated for the presence and the amount of starch-associated puroindoline a and b proteins by flow cytometry. Puroindoline a gene and protein were found to have a predominant role in controlling wheat kernel hardness."
"1653627","articletitle","Sequence and tissue-specific expression of a putative peroxidase gene from wheat (Triticum aestivum L.)."
"1653627","abstracttext","We have used a cDNA clone encoding a pathogen-induced putative wheat peroxidase to screen a genomic library of wheat (Triticum aestivum L. cv. Cheyenne) and isolated one positive clone, lambda POX1. Sequence analysis revealed that this clone contains a gene encoding a putative peroxidase with a calculated pI of 8.1 which exhibits 58% and 83% sequence identity to the amino acid sequence of the turnip (Brassica rapa) peroxidase and a pathogen-induced putative wheat peroxidase, respectively. The two introns in the wheat gene are at the same positions as introns in the peroxidase genes of tomato and horseradish. Results of S1-mapping experiments suggest that this gene is neither pathogen- nor wound-induced in leaves but is constitutively expressed in roots."
"12952555","articletitle","Genetic transformation of Indian bread (T. aestivum) and pasta (T. durum) wheat by particle bombardment of mature embryo-derived calli."
"12952555","abstracttext_background","Particle bombardment has been successfully employed for obtaining transgenics in cereals in general and wheat in particular. Most of these procedures employ immature embryos which are not available throughout the year. The present investigation utilizes mature seeds as the starting material and the calli raised from the hexaploid Triticum aestivum and tetraploid Triticum durum display a high regeneration response and were therefore used as the target tissue for genetic transformation by the biolistic approach."
"12952555","abstracttext_results","Mature embryo-derived calli of bread wheat (Triticum aestivum, cv. CPAN1676) and durum wheat (T. durum, cv. PDW215) were double bombarded with 1.1 gold microprojectiles coated with pDM302 and pAct1-F at a target distance of 6 cm. Southern analysis using the bar gene as a probe revealed the integration of transgenes in the T0 transformants. The bar gene was active in both T0 and T1 generations as evidenced by phosphinothricin leaf paint assay. Approximately 30% and 33% primary transformants of T. aestivum and T. durum, respectively, were fertile. The transmission of bar gene to T1 progeny was demonstrated by PCR analysis of germinated seedlings with primers specific to the bar gene."
"12952555","abstracttext_conclusions","The transformation frequency obtained was 8.56% with T. aestivum and 10% with T. durum. The optimized protocol was subsequently used for the introduction of the barley gene encoding a late embryogenesis abundant protein (HVA1) in T. aestivum and T. durum. The presence of the HVA1 transgene was confirmed by Southern analysis in the T0 generation in case of Triticum aestivum, and T0 and T1 generation in Triticum durum."
"12182084","articletitle","Molecular cloning, characterization and mapping of a rhodanese like gene in wheat."
"12182084","abstracttext","To isolate genes related to resistance to Erysiphe graminis (Blumeria graminis) DC. f. sp. tritici in wheat (Triticum aestivum L.), differential display analysis was conducted for mRNA extracted from seedlings of a wheat-Haynaldia villosa 6VS/6AL translocation line 92R137 that contains a powdery mildew resistance gene Pm21. A full-length cDNA sequence named TaTST (Triticum aestivum thiosulfate sulfurtransferase) homologous to the thiosulfate sulfurtransferase (rhodanese) in Datisca glomerata was isolated. Northern blot showed that the expression of TaTST was enhanced after infection with Erysiphe graminis. TaTST was mapped on the short arm of 6B chromosomes of wheat through Southern blot and GSP-PCR using Chinese Spring nullisomic/tetrasomic lines and ditelosomic lines. There is a homologue of TaTST on 6VS too."
"16697246","articletitle","Wild sex in the grasses."
"16697246","abstracttext","To date, alien introgression of agronomically important traits into bread wheat (Triticum aestivum) from wild relatives has not been readily achievable through traditional breeding practices. However, this door might now be unlocked. The insightful research published recently by Graham Moore and his team delivers a likely candidate in the form of a cdc2-kinase-related gene family for the Ph1 locus--a chromatin region located on chromosome 5B that is responsible for homologous chromosome pairing integrity in bread wheat."
"7948904","articletitle","A chimeric gene (orf256) is expressed as protein only in cytoplasmic male-sterile lines of wheat."
"7948904","abstracttext","Mitochondria derived from Triticum timopheevi have a chimeric gene, orf256, immediately upstream from coxI. Antibodies to a peptide corresponding to a part of the encoded amino acid sequence of orf256 detect a 7 kDa protein on western blots of mitochondrial proteins from cytoplasmic male-sterile (cms) wheat (T. aestivum nucleus, T. timopheevi mitochondria) but not in mitochondrial proteins from T. aestivum, T. timopheevi, or cms plants restored to fertility by introduction of nuclear genes for fertility restoration. The 7 kDa protein appears to serve as a marker for cms wheat. Its occurrence as an integral protein of the inner membrane may indicate a cms effect through an influence on mitochondrial membrane function."
"12060759","articletitle","Genes encoding plastid acetyl-CoA carboxylase and 3-phosphoglycerate kinase of the Triticum/Aegilops complex and the evolutionary history of polyploid wheat."
"12060759","abstracttext","The classic wheat evolutionary history is one of adaptive radiation of the diploid Triticum/Aegilops species (A, S, D), genome convergence and divergence of the tetraploid (Triticum turgidum AABB, and Triticum timopheevii AAGG) and hexaploid (Triticum aestivum, AABBDD) species. We analyzed Acc-1 (plastid acetyl-CoA carboxylase) and Pgk-1 (plastid 3-phosphoglycerate kinase) genes to determine phylogenetic relationships among Triticum and Aegilops species of the wheat lineage and to establish the timeline of wheat evolution based on gene sequence comparisons. Triticum urartu was confirmed as the A genome donor of tetraploid and hexaploid wheat. The A genome of polyploid wheat diverged from T. urartu less than half a million years ago (MYA), indicating a relatively recent origin of polyploid wheat. The D genome sequences of T. aestivum and Aegilops tauschii are identical, confirming that T. aestivum arose from hybridization of T. turgidum and Ae. tauschii only 8,000 years ago. The diploid Triticum and Aegilops progenitors of the A, B, D, G, and S genomes all radiated 2.5-4.5 MYA. Our data suggest that the Acc-1 and Pgk-1 loci have different histories in different lineages, indicating genome mosaicity and significant intraspecific differentiation. Some loci of the S genome of Aegilops speltoides and the G genome of T. timophevii are closely related, suggesting the same origin of some parts of their genomes. None of the Aegilops genomes analyzed is a close relative of the B genome, so the diploid progenitor of the B genome remains unknown."
"6861746","articletitle","The amino-acid sequence of a purothionin from Triticum monococcum, a diploid wheat."
"6861746","abstracttext","Purothionins were extracted and purified from the diploid wheat Triticum monococcum. Two proteins were obtained, one of which was present in only very small amounts. The major purothionin of T. monococcum was sequenced and it had an amino acid sequence identical with that of the beta-purothionin of Triticum aestivum (hexaploid bread wheat). It is known that T. monococcum contains the wheat A genome, so the structural gene coding for the beta-purothionin must comprise a part of the A genome. There have been no observable (as amino acid replacements) changes in the DNA comprising either the beta-purothionin gene of T. aestivum or the purothionin gene of T. monococcum, since T. monococcum (or its wild equivalent, Triticum boeoticum) hybridized with the diploid wheat B genome progenitor and started the evolution from diploid to allohexaploid wheat. All of the investigated characteristics of the purothionin-like protein isolated in small amounts suggested that it was essentially identical in amino acid sequence with the T. monococcum purothionin. It may be a dimerized form of beta-purothionin."
"18024553","articletitle","Recurrent deletions of puroindoline genes at the grain hardness locus in four independent lineages of polyploid wheat."
"18024553","abstracttext","Polyploidy is known to induce numerous genetic and epigenetic changes but little is known about their physiological bases. In wheat, grain texture is mainly determined by the Hardness (Ha) locus consisting of genes Puroindoline a (Pina) and b (Pinb). These genes are conserved in diploid progenitors but were deleted from the A and B genomes of tetraploid Triticum turgidum (AB). We now report the recurrent deletions of Pina-Pinb in other lineages of polyploid wheat. We analyzed the Ha haplotype structure in 90 diploid and 300 polyploid accessions of Triticum and Aegilops spp. Pin genes were conserved in all diploid species and deletion haplotypes were detected in all polyploid Triticum and most of the polyploid Aegilops spp. Two Pina-Pinb deletion haplotypes were found in hexaploid wheat (Triticum aestivum; ABD). Pina and Pinb were eliminated from the G genome, but maintained in the A genome of tetraploid Triticum timopheevii (AG). Subsequently, Pina and Pinb were deleted from the A genome but retained in the A(m) genome of hexaploid Triticum zhukovskyi (A(m)AG). Comparison of deletion breakpoints demonstrated that the Pina-Pinb deletion occurred independently and recurrently in the four polyploid wheat species. The implications of Pina-Pinb deletions for polyploid-driven evolution of gene and genome and its possible physiological significance are discussed."
"16675504","articletitle","Molecular characterization of a diagnostic DNA marker for domesticated tetraploid wheat provides evidence for gene flow from wild tetraploid wheat to hexaploid wheat."
